shelf_id,shelf_name,row,col,product_name,brand,sku,category,facings,unit_price_usd,planogram_notes,depth
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,2,Coca-Cola Original Can 330ml,Coca-Cola,CC-CLASSIC-330,Soda & Energy Drinks,1,0.65,secondary eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,3,Coca-Cola Original Can 330ml,Coca-Cola,CC-CLASSIC-330,Soda & Energy Drinks,1,0.65,secondary eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,4,Coca-Cola Original Can 330ml,Coca-Cola,CC-CLASSIC-330,Soda & Energy Drinks,1,0.65,secondary eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,5,Coca-Cola Original Can 330ml,Coca-Cola,CC-CLASSIC-330,Soda & Energy Drinks,1,0.65,secondary eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,6,Coca-Cola Original Can 330ml,Coca-Cola,CC-CLASSIC-330,Soda & Energy Drinks,1,0.65,secondary eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,7,Coca-Cola Original Can 330ml,Coca-Cola,CC-CLASSIC-330,Soda & Energy Drinks,1,0.65,secondary eye-level,3
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,8,Sprite Lemon Can 330ml,Coca-Cola,SPRITE-LEMON-330,Soda & Energy Drinks,1,0.6,secondary eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,9,Sprite Lemon Can 330ml,Coca-Cola,SPRITE-LEMON-330,Soda & Energy Drinks,1,0.6,secondary eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,10,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,secondary eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,11,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,secondary eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,12,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,secondary eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,13,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,secondary eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,14,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,secondary eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,15,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,secondary eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,3,16,Green Sands Can 330ml,Green Sands,GS-MIXED-330,Soda & Energy Drinks,1,0.37,secondary eye-level,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,1,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,2,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,3,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,4,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,5,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,6,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,7,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,8,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,9,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,10,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,11,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,12,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,13,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,14,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,15,Coca-Cola Original 500ml PET,Coca-Cola,CC-CLASSIC-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,4,16,Fanta Orange 500ml PET,Coca-Cola,FANTA-OG-500,Soda & Energy Drinks,1,0.9,large format shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,1,Coca-Cola Classic 345ml PET,Coca-Cola,CC-CLASSIC-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,2,Coca-Cola Classic 345ml PET,Coca-Cola,CC-CLASSIC-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,3,Coca-Cola Classic 345ml PET,Coca-Cola,CC-CLASSIC-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,4,Sprite 345ml PET,Coca-Cola,SPRITE-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,5,Sprite 345ml PET,Coca-Cola,SPRITE-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,6,Sprite 345ml PET,Coca-Cola,SPRITE-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,7,Fanta Strawberry 345ml PET,Coca-Cola,FANTA-STRAW-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,8,Fanta Strawberry 345ml PET,Coca-Cola,FANTA-STRAW-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,9,Fanta Strawberry 345ml PET,Coca-Cola,FANTA-STRAW-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,10,Fanta Orange 345ml PET,Coca-Cola,FANTA-OG-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,11,Fanta Orange 345ml PET,Coca-Cola,FANTA-OG-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,12,Fanta Orange 345ml PET,Coca-Cola,FANTA-OG-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,13,Fanta Orange 345ml PET,Coca-Cola,FANTA-OG-345,Soda & Energy Drinks,1,0.7,lower shelf,2
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,14,AirC Drinking Water 345ml,AirC,AIRC-WATER-345,Soda & Energy Drinks,1,0.3,lower shelf,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,15,AirC Drinking Water 345ml,AirC,AIRC-WATER-345,Soda & Energy Drinks,1,0.3,lower shelf,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,5,16,TEBS Lemon Drink 345ml,TEBS,TEBS-LEMON-345,Soda & Energy Drinks,1,0.35,lower shelf,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,1,Big Cola 1.5L PET,Big Cola,BIGC-1500,Soda & Energy Drinks,1,0.8,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,2,Big Cola 1.5L PET,Big Cola,BIGC-1500,Soda & Energy Drinks,1,0.8,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,3,Coca-Cola Original 1.25L PET,Coca-Cola,CC-CLASSIC-1250,Soda & Energy Drinks,1,1.1,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,4,Coca-Cola Original 1.25L PET,Coca-Cola,CC-CLASSIC-1250,Soda & Energy Drinks,1,1.1,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,5,Coca-Cola Original 1.25L PET,Coca-Cola,CC-CLASSIC-1250,Soda & Energy Drinks,1,1.1,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,6,Sprite 1.25L PET,Coca-Cola,SPRITE-1250,Soda & Energy Drinks,1,1.1,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,7,Sprite 1.25L PET,Coca-Cola,SPRITE-1250,Soda & Energy Drinks,1,1.1,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,8,Fanta Orange 1.25L PET,Coca-Cola,FANTA-OG-1250,Soda & Energy Drinks,1,1.1,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,9,Fanta Orange 1.25L PET,Coca-Cola,FANTA-OG-1250,Soda & Energy Drinks,1,1.1,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,10,Fanta Orange 1.25L PET,Coca-Cola,FANTA-OG-1250,Soda & Energy Drinks,1,1.1,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,11,Fanta Strawberry 1.25L PET,Coca-Cola,FANTA-STRAW-1250,Soda & Energy Drinks,1,1.1,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,12,Fanta Strawberry 1.25L PET,Coca-Cola,FANTA-STRAW-1250,Soda & Energy Drinks,1,1.1,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,13,Fanta Strawberry 1.25L PET,Coca-Cola,FANTA-STRAW-1250,Soda & Energy Drinks,1,1.1,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,14,Assorted Large PET 1.25L,Various,ASST-LARGE-1250,Soda & Energy Drinks,1,0.9,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,15,Assorted Large PET 1.25L,Various,ASST-LARGE-1250,Soda & Energy Drinks,1,0.9,bottom shelf — partial row,1
SHELF-COOL-01,Cool Drinks & Beverages Aisle,6,16,Assorted Large PET 1.25L,Various,ASST-LARGE-1250,Soda & Energy Drinks,1,0.9,bottom shelf — partial row,1
